date,explained_variance
2021-12-01,0.4274104866855614
2022-01-01,0.3979158851562487
2022-02-01,0.3979158851562487
2022-03-01,0.3979158851562487
2022-04-01,0.3979158851562487
2022-05-01,0.3979158851562487
2022-06-01,0.3979158851562487
2022-07-01,0.3979158851562487
2022-08-01,0.3979158851562487
2022-09-01,0.3979158851562487
2022-10-01,0.3979158851562487
2022-11-01,0.3979158851562487
2022-12-01,0.3979158851562487
2023-01-01,0.41224161145248644
2023-02-01,0.41224161145248644
2023-03-01,0.41224161145248644
2023-04-01,0.41224161145248644
2023-05-01,0.41224161145248644
2023-06-01,0.41224161145248644
2023-07-01,0.41224161145248644
2023-08-01,0.41224161145248644
2023-09-01,0.41224161145248644
2023-10-01,0.41224161145248644
2023-11-01,0.41224161145248644
2023-12-01,0.41224161145248644
2024-01-01,0.4169716867828257
2024-02-01,0.4169716867828257
2024-03-01,0.4169716867828257
2024-04-01,0.4169716867828257
2024-05-01,0.4169716867828257
2024-06-01,0.4169716867828257
2024-07-01,0.4169716867828257
2024-08-01,0.4169716867828257
2024-09-01,0.4169716867828257
2024-10-01,0.4169716867828257
2024-11-01,0.4169716867828257
2024-12-01,0.4169716867828257
2025-01-01,0.41643095696339816
2025-02-01,0.41643095696339816
2025-03-01,0.41643095696339816
2025-04-01,0.41643095696339816
2025-05-01,0.41643095696339816
